,at,reviewCreatedVersion,content,score,sentiment
3323,2023-02-24 15:30:20,4.6.0,"Nomor telepon benar dan masih aktif, Tapi kenapa tiap login selalu ""USER NOT FOUND"" ??? Tolonglah bikin aplikasi yg mempermudah bukan mempersulit!!",1,negative
3337,2023-02-23 13:57:58,4.6.0,"Ribet mau klaim sertifikat, gagal terus, data sertifikat sebelumnya hilang. Tolong ya dipermudah kalau bikin aplikasi. Jangan dipersulit.",1,negative
3755,2023-01-21 09:46:14,4.6.0,Aplikasi ampas. Klaim sertifikat udah kayak klaim hadiah di game. Nik udah jelas padahal. Masa harus masukin tanggal vaksin dan hal-hal ngeribetin lainnya. Mana salah mulu lagi masukin tanggal. Harusnya bisa klaim otomatis woi tolol,1,negative
3785,2023-01-14 07:10:06,4.6.0,Kok bisa nomor nik yang saya masukan sesuai dengan nomor KTP bisa salah itu salah nya di mana y tolong di jelas kan untuk mendapatkan sertifikat vaksin booster padahal itu sudah benar dan sudah terdaftar untuk vaksin kok bisa salah y itu salah nya di mana bantuan yang error atau gimana y. Padahal itu nomor nik sesuai dengan nomor KTP. Bagaimana cara memasukkan nomor nik yang benar sesuai dengan nomor nik. Atas informasi nya saya ucapap kan banyak Terima kasih.,1,negative
3822,2023-01-10 07:06:31,4.6.0,"No NIK sudah terdaftar di hp yang hilang, mau cetak sertifikat tidak bisa masuk lagi larena no NIK sudah terdaftar. Bagaimana solusinya!?",1,negative
3832,2023-01-25 23:52:30,4.6.0,"Apk buruk. Masa iya mau cetak sertifikat nggak bisa , coba uninstall d install lagi masih jg ga bs , g ad riwayat sertifikat vaksin. Padahal w udah vaksin 2x , malah muncul kata² ""Anda belum vaksin"". Dasar apk aneh!!!",1,negative
3839,2023-01-18 11:08:36,4.6.0,Aplikasi sangat buruk.... Untuk tgl lahir harus diurut kebelakang tiap bulan. Lha yg umur 50tahun barapa kali klik. Yg ada malah ngeblank hp ne,1,negative
3885,2022-10-18 23:40:04,4.5.7,"Tolong dong min ini aplikasinya gak bisa liat buat sertifikat vaksin. Untuk apa ada aplikasi tapi gak bisa buat apa"". Yg diupdate malah yg jarang digunain. Tolong min saya udh berkali"" Instal ulang aplikasi tapi ttp aja gak bisa biat liat malah gak ada tulisanya putih polos aja gmna nnti klo suruh nunjukin vaksinya untuk keperluan kerja.",1,negative
4676,2023-01-07 13:48:47,4.5.9.1,"Hello yang bener aja... Dalam menu sertifikat vaksin, ada tanda kotak sampahnya. Kalau nggak sengaja ke klik, berarti kehapus dong. Mending hilangkan tanda kotak sampahnya, takutnya ada orang yang salah klik. Sertifikat vaksin nya malah kehapus, hilang deh sertifikat nya Memangnya pernah ada kejadian vaksin yang sudah disuntikkan dikeluarkan lagi?",1,negative
4683,2023-01-20 04:26:20,4.6.0,Aplikasi ini tidak berguna karna saat akan memasukkan sertifikat vaksin terbaru sulit untuk masuk dan format tanggal aplikasi juga terbalik dengan format Bulan-Tanggal-Tahun,1,negative
4693,2023-02-15 13:36:05,4.6.0,Kok ga bisa daftar ya. Selalu notifikasi merah sesuaikan nama dan nik. Udah sesuai minta disesuaikan lagi aneh.,1,negative
4716,2023-02-04 00:51:37,4.6.0,"Aq udah update trus pas buka malah gak bisa masuk, pake imail gk masuk pake nomor hp gk masuk ini gimana sih. Giliran mau daftar lagi gk bisa lah... Kan no NIK ku udah terdaftar. PARAH DEH PARAH SUMPAH",1,negative
4817,2023-02-20 04:49:38,4.6.0,"Fasilitas lupa email dan nomor hp gak ada, membuat susah saat bepergian, sudah beli tiket, gara2 gak nunjukin sertifikat vaksin yg lupa password + dah ganti nomor hp.",1,negative
4823,2022-11-29 07:57:27,4.5.8,"No hp saya yg lama rusak, jadi ga bisa log in, log in lewat email pun ga bisa, ga ada opsi lain lagi, udah saya ganti lewat wa kemenkes tapi ttp aja udah nunggu 1x24 jam ga bs log in ke no yg baru, aneh bgt, udah mah menuhin memori trus susah log in plis perbaiki aplikasi dan juga kinerja kalian semua",1,negative
4824,2022-12-15 02:52:45,4.5.9.1,"Minta tolong dong yg bikin aplikasi, loginnya jangan pake nomor telfon atau KODE OTP!!! Next diganti saja pakai username sama pasword!!! saya ga bisa login karna nomor saya yg terdaftar sudah tidak aktif. Ini gimana ini solusinyaaaaa!!!!!! Mau ganti nomor jg ga bisa login dulu. Kan percuma minta kode otp kalau smsnya ga masuk ke nomor saya. Mana ga ada opsi lain lagii selain nomor telfon sama emaill! Ribet bangeettttt",1,negative
4826,2023-01-02 15:52:59,4.5.9.1,Aplikasi gak bisa dibuka. Sebelumsebelumnya bisa aja. Di HP orang bisa. Koneksi internet saya stabil. Udahlah cabut saja peraturan harus chek in check in peduli lindungi tiap masuk suatu tempat. Peraturan yang sangat menyusahkan,1,negative
4827,2022-12-12 03:33:10,4.5.9.1,"Mau login aja susah banget. Layar cuma putih doang. Kalau di bilang kerna sinyal, sinyal gua stabil, buka IG, YouTube, WA lancar jaya. Cuma buka aplikasi ini doang yang Aneh. Udah hapus aja aplikasi ini. Nggk guna sama sekali",1,negative
4828,2022-12-21 08:41:24,4.5.9.1,"Ini aplikasinya gimana, minta pembaruan setelah di update sertifikat vaksin malah gak muncul dilayar cuma blank putih, kalau ga di update ini aplikasi ga bisa di gunakan. Tolong lah jangan mempersulit kaum kecil!!!",1,negative
4829,2022-11-04 03:54:19,4.5.7,"Ntah gmna maksdnya, mau login gak bisa. Keterangannya salah isi kolom. Padahal sudah dicek berulang kali sudah benar. Tp tetap gagal masuk. Dan mencoba untuk daftar, NIK sudah terdaftar. Giliran lngsung login tetep gak bisa",2,negative
4830,2022-11-09 09:23:17,4.5.7,"Blank putih semua, dari status vaksinasi, setifikat, dan e-Hac. Klo harus beralih ke web, terus fungsinya aplikasi ini buat apa?? Tolong ya secepatnya diperbaiki, kemaren saya sudah menghubungi yg terkait lewat WA tpi solusinya cuman disuruh cek ke webnya saja.",1,negative
4834,2022-12-02 12:34:59,4.5.7,"Merepotkan. Isi data untuk tanggal lahir dan tanggal vaksin saja harus pencet terus2 sampai tgl lahir kita. Ya kalau umurnya masih muda, kalau sudah diatas 30th ya pegel. Setelah semua terisi dg benar ternyata tdk bisa diklaim krn suatu hal. Kalau bisa repot mengapa dipermudah? Mungkin itu motto pembuat aplikasi ini.",1,negative
4835,2022-11-20 14:05:20,4.5.8,"Jelas2 saya udah vaksin bahkan di menu sudah ada tulisan vaksin dosis 3. Tapi kalo cek bagian sertifikat nya ada tulisan belum ada riwayat sama sekali. Sumpah aplikasinya buruk banget. Katanya nama & NIK saya salah. Padahal udah sama persis sama yang di KTP. Aneh banget gak tuh. Untungnya dulu langsung download sertifikat 1,2 & 3. Tolong diperbaiki ini udah 2022 loh. Tapi masih sama gak ada peningkatan sejak awal rilis 🤦‍♀️",1,negative
4836,2022-11-19 06:14:26,4.5.8,"Sangat buruk. Lama² seperti sampah, bukannya mempermudah / mempercepat tapi justru banyak kendala. Mau menampilkan sertifikat saja tidak bisa.",1,negative
4837,2022-11-13 05:46:58,4.5.8,"Ini kenapa sih , mau daftar aja di persulit di bagian nama sama nik, padahal sudah sesuai tapi tetep ada tulisan "" sesuaikan nama dan nik dengan KTP"" lah udah sama semua terus gimana? Malah ga bisa bisa. Nyusahin malahan",1,negative
4838,2022-11-26 10:20:43,4.5.8,Aplikasi bersifat umum kenapa gak bisa di semua hp android hanya untuk android 6.0 keatas aja untuk versi kitkat lolipop gak ada. Pasti masalahnya cuma satu dananya gak ada.,1,negative
4839,2022-12-09 20:28:01,4.5.9.1,"Dear kemenkes, saya minta tolong agar app ini diperbaiki lagi dalam penyimpanan datanya. Pertama, saya sudah klaim sertifikat vaksin, tapi waktu saya cek lagi, app nya bilang saya belum klaim sertifikat vaksin apapun, ini agak menyusahkan apalagi saya anak sekolah asrama yg tdk setiap hari memegang HP dan utk pulang kekpung halaman dibutuhkan sertifikat ini. Saya minta tolong sekali, sekian",2,negative
4840,2022-11-15 13:45:04,4.5.8,"App nya blm suport buat semua orang soal nya banyak kendala logout sendiri. Tidak bisa. Login. Pendaftaran nya eror. Notif yang gak jelas. Mohon segera diperbaiki min soal nya sekarang rata"" orang sudah vaksin dan banyak pengguna app ini untuk pengecekan hasil vaksin .",1,negative
4841,2022-11-05 00:26:22,4.5.7,"Aplikasi semakin sulit digunakan,selalu tidak bisa Log in akun lagi alasannya server tdk ditemukan,..server tidak ditemukan tapi didaftar ulang NIK KTP tertera di layar sdh terdaftar gimana dong solusi nya",2,negative
4842,2022-11-07 12:17:25,4.5.7,"Bintang 1 dulu. Akun aktiv saya menggunakan nomor yg sekarang sudah hangus dan hp mati total. Merubah data dgn nomor hp yg baru sudah hubungi CS berkali2, via email via whatsapp belum juga clear blm bisa log in. Chat belum selesai, pihak admin sudah mengakhirinya. Suruh nunggu mulu ga jelas di kacau ini",1,negative
4843,2022-11-02 03:40:44,4.5.7,"Banyak bug di samsung m32,saya mau buka sertifikat vaksin ngga bisa ,udah coba"" ganti koneksi internet sama aja *Reply Sudah saya coba clear cache, hapus data,log out, hapus install aplikasi Tapi sama saja",2,negative
4844,2022-12-01 22:52:40,4.5.9,Wkwkwk... Buang-buang waktu dan kuota untuk memperbaharui aplikasi ini. Tidak ada perbaikan. Isi menu tidak bisa diakses. Hanya halaman putih kosong. Aplikasi sampah.,1,negative
4845,2022-10-29 01:08:41,4.5.7,"kenapa saya selalu tidak bisa buka aplikasi (stuck di loading screen awal) , padahal kartu provider saya Telkomsel, jaringan bagus, aplikasi sudah update, GPS nyala, sudah coba re-install jg sama aja. ini terjadi 1 minggu belakangan. mohon solusinya.",2,negative
4846,2022-12-19 13:52:36,4.5.9.1,"Aplikasi beban!!!gua bolak balik daftar tapi gak bisa daftar!. Padahal sudah mengisi data dengan benar,seperti apa yang di arahkan!. Tetapi tetep saja gak bisa,sampai² saya vaksin dosis satu 3×.karena gk bisa ambil sertifikat,meskipun ada SMS gk bisa di buka web nya.",1,negative
4847,2022-11-10 06:02:12,4.5.7,"Ini aplikasinya bagaimana kok tidak bisa di gunakan semua dari NIK & NAMA sudah sesuai dengan yg di KTP tapi masih saja tidak bisa selalu saja tertulis SESUAIKAN NAMA DAN NIK anda, tolong dong min benerin ni aplikasi, saya yang lagi ada di luar negeri cuman gara² aplikasi ini tidak bisa di gunakan masa iya saya tidak bisa pulang ke negara sendiri!! #tolong_benerin",1,negative
4848,2022-10-31 15:15:38,4.5.7,"Aplikasinya lagi eror atau gimana? Kok saya gak bisa daftar padahal sudah masukin nama sama NIK sesuai dengan kartu vaksin, tapi kok muncul tulisan ""mohon isi nama dan NIK, sesuai KTP anda"" , saya coba berulang kali tetep ga bisa.... Solusi dong min ini penting banget soalnya buat check in",1,negative
4849,2022-11-25 07:29:53,4.5.8,"Sampai sekarang tiket vaksin booster belum open, padahal 2 hari lagi tepat 3 bulan dari vaksin kedua saya. Apa gunanya aturan pemerintah 3 bulan, tapi sistem yang lebih di percaya... Sedangkan sistem sendiri bisa error... Payah...",1,negative
4850,2022-12-11 10:50:52,4.5.9.1,"Aplikasi buruk, nmr saya hilang rusak Dan sy sudah telp ke 119 sampe d ganti bbrp kali.. Tetep g konek juga. Mw beli nmr juga mahal. Tolong pak menkes, saya butuh bngt buat kerja kalo pas kluar kota. Sy sdh booster, tp srtifikat blm d unduh krn g bisa masuk apknya.",1,negative
4851,2022-12-24 03:33:12,4.5.9.1,Apa ini? Mentang2 covid dah landai. Aplikasi ga diurus. Dah hampir 2 tahun ga ada masalah tapi tiba2 ngebug ngeganggu hape gw. Coba uninstall trus install lagi tapi malah tambah parah ga bisa dibuka aplikasi nya.,1,negative
4854,2022-11-12 08:41:20,4.5.8,"aplikasi error, mulai banyak bug ,dikasih layar putih aja, tiap x masuk mall harus download ulang, padahal sinyal saya bagus,hp juga sudah 5G, malu atuh min ,ketahan dipintu mall ,padahl sudah update terbaru juga ttp yg muncul layar putih 🤨,tolong diperbaikin min SEGERAH",1,negative
4855,2023-01-05 06:42:53,4.5.9.1,"haduh hampir putus asa aku akses peduli lindungi, no hp hilang, no yg hilang lupa krn udah lama, padahal butuh banget untuk akses kartu vaksin dan check in kalau kemana mana. tlp customer service nya malah bilang disuruh nunggu krn informasi ganjil (karena aku ga bisa menyebutkan nomor hp lama krn lupa) 🙄di email ga di bales, di whatsapp belum paham chat sudah terseleseikan, bingung deh harus gmn lagi untuk check in dan akses kartu vaksin nya, pdhal kartu vaksin nya mau dipake utk lamar kerja",2,negative
4856,2022-12-29 10:09:15,4.5.9.1,Saat mengisi tanggal lahir di klaim sertifikat sangat lama berpuluh klik pencet satu satu dari 2022 sampe thn kelahiran. Sangat menghambat. Permudah lah dalam mengisi data. ngisi tanggal lahir buruk banget. Kadang macet lagi,2,negative
4857,2022-12-09 22:25:30,4.5.9.1,"Ini aplikasi kaya perempuan. Semua salah. 3 sertifikat vaksin saya hilang, di claim selalu ga bs dengan alesan nama salah ato captcha salah. Lalu gimana saya mau dapet tiket vaksin berikutnya?? Aplikasi dipake buat masuk ke semua tempat tp ga apa2 susah. Jangan suruh saya email jg ke email customer center? No response. Maunya apa sih heran",1,negative
4858,2022-11-11 05:36:55,4.5.7,Klau bisa gak ngasih bintang.. Ini aplikasi gak jelas banget udah jelas nomor telepon uda terverifikasi tp gak bisa login.... Maksudnya bagaimana itu Teknisi tolong di perbaiki aplikasi nya yang ngaco gak jelas banget... Saya login berkali-kali tetap gak bisa... Sampai kirim email apa keluhan nya apa yang di jawab....... Gak bermutu aplikasi peduli lindungi cuma bikin kesal,1,negative
4860,2023-01-04 03:33:59,4.5.9.1,Kode OTP untuk email apa harus beli ya kok saya minta lebih dari 10 kali gak ada satu pun yang masuk ke email. Sudah chat dengan wa KEMENKES juga cuma di suruh nunggu karna otomatis. Sama sekali gak ada solusi dan gak membantu pelayanan nya,2,negative
4861,2022-12-08 04:18:32,4.5.9.1,"Aplikasinya yg sederhana jangan selalu diupdate dong...kasihan ortu yg pakai hp android jadul jadi gak bisa download aplikasinya, karena keterangannya tdk memadai hpnya. Masa harus beli hp cuma mau download aplikasi ini.",1,negative
4862,2022-12-10 02:07:29,4.5.9.1,"Setelah update, sertifikat vaksin saya diaplikasi malah ga bisa muncul, cuma blank page aja,. Tolong diperbaiki karna tadi hampir ga bisa booster soalnya ga bisa tunjukin sertifikat yg kedua nya 🙏",2,negative
4863,2022-11-19 16:03:19,4.5.8,"aplikasinya belum betul2 terintegrasi dengan SIAK Dukcapil, jadi ketika ada perubahan data di SIAK, di aplikasi ini tidak otomatis berubah",1,negative
4864,2022-12-11 09:33:05,4.5.9.1,"Min gimana si cara nya mengatasi sertifikat vaksin booster tidak muncul dikarenakan saya waktu itu blm cukup umur sudah vaksin booster , padahal 1 bulan lagi 18 tahun, itu juga diperbolehkan sama pihak petugas yang menyuntiknya, tapi kok sampai skrng msh belum ada data nya ya???? Mohon bantuan nya,,, saya sudah vaksin booster ke 1 soalny, tpi tidak terdata Sudah hampir 8 bulan belum ada juga,,, waktu itu saya hapus karena saya emosi, skrng pas saya download lagi tetep blm ada!! Tlng bantuany!!!",1,negative
4865,2022-12-02 15:09:11,4.5.9,"Aplikasinya error melulu proses datanya, tim pembuat aplikasinya orang orang yang melampaui genius...hanya dengan kalimat sakti ""maaf atas ketidaknyamanannya"" semua masalah kelar!para Ahli dari wakanda memang bukan main,!",1,negative
4866,2022-11-18 12:29:25,4.5.8,"Error ngehang, saya lagi di lobby kantor ga bisa masuk krn ngehang pas pertama buka lebih dr 30 menit dan wajib pake aplikasi ini Padahal saya sembari buka youtube. Jaringan bagus.",1,negative
4867,2022-11-18 08:12:13,4.5.8,"Repot, aplikasinya sering lama, apa lagi kalo di baseman mall atau kantoran suka ga dapet sinyal susah masuknya untuk scan, tolong dong sediakan mode offline, supaya gampang acsess nya masuk mall kalo loby mall di lantai baseman, nyusahin masyarakat kalo begini, kudu pakai sinyal yg kenceng mulu",1,negative
4869,2022-11-20 20:29:23,4.5.7,"Aplikasi pemerintah kok malah kayak aplikasi Abal Abal ,masak pengecekan sertifikat layar putih,tolong pak aplikasi nya ditingkat kan,kami di desak untuk patuh dengan peraturan tapi sarana layanan nya kayak begini ,bikin susah aja aplikasinya kalo begini terus",1,negative
4870,2022-12-06 14:00:39,4.5.9.1,"Sangat tidak bagus data bersalahan dan tidak tau mau komplain dimana ada call centernya tapi gak bisa dihubungi, di email gak dibalas pake telepon 119 pun percuma semua gak bisa diakses aplikasi, hai yang buat aplikasi harusnya tau dong kalau udah buat aplikasi begini yang menyangkut perdataan kalian itu harus punya bagian customer service yg bisa melayani jam kerja aja tidak apa2, email tidak ad satupun yang dibalas dan diindahkan ,telepon 119 juga tidak pernah nyambung buat extention gagal!",1,negative
4873,2022-10-26 06:18:03,4.5.7,Sampah banget aplikasinya sumpah dah gilaaaa buat masuk aja ga lama banget ga bisa bisa. Pas sudah masuk untuk membuka fitur yang ada di dalam aplikasi gilaaaaaa putih mulu layarnyaa gokill ini. Hadeh kerjanya ngapain sih,1,negative
4874,2022-10-30 21:27:49,4.5.7,"Uda dari tahun lalu sya download, tapi sampai sekarang gk pernah bisa di buka, ud uninstall berkali2, ttp gk bsa, mohon dibantu donk diwajibkan, tp susah kbuka. Tolong donk sekelas punya kementerian. Thank's",1,negative
4875,2022-12-16 04:27:48,4.5.9.1,"Tolong dong min. Masa belum pernah masuk nomor nya tapi udh terdaftar, ga bisa login.. Dulu bisa aneh bgt, gimna mau ambil sertifikat coba. Saya mau kerja nih",1,negative
4876,2022-12-04 12:14:31,4.5.9,"Untuk penggantian nomor telepon hilang ke nomor baru sangat sulit, sudah lapor CS tapi belum ada tindakan untuk keluhan saya, sampai sekarang saja saya masih belum bisa login. Saya sudah coba masuk lewat email juga tidak bisa, sampai saya coba daftar ulang juga tidak bisa katanya nomor NIK sudah digunakan. Tolong diperbaiki lagi dan tambahkan opsi penggantian nomor telepon. Dan untuk pelayanan CS tolong diperbaiki untuk pelaporan kendala butuh waktu yang lama dan pelayanannya sangat lambat",1,negative
